division,date,zhvi,hpi,unemployment_rate
Pacific,2014-11-01,268535.5790727088,228.61,5.8
Pacific,2014-11-01,268535.5790727088,229.01,5.8
Pacific,2014-12-01,270237.8186892113,229.15,5.6
Pacific,2014-12-01,270237.8186892113,230.95,5.6
Pacific,2015-01-01,271915.6610560232,229.75,5.7
Pacific,2015-01-01,271915.6610560232,232.76,5.7
Pacific,2015-02-01,273547.31503829645,231.63,5.5
Pacific,2015-02-01,273547.31503829645,233.53,5.5
Pacific,2015-03-01,275461.53555742034,235.22,5.4
Pacific,2015-03-01,275461.53555742034,234.96,5.4
Pacific,2015-04-01,277079.1964339441,238.58,5.4
Pacific,2015-04-01,277079.1964339441,236.65,5.4
Pacific,2015-05-01,278882.77952878224,241.21,5.6
Pacific,2015-05-01,278882.77952878224,237.83,5.6
Pacific,2015-06-01,280674.9370250959,243.04,5.3
Pacific,2015-06-01,280674.9370250959,239.19,5.3
Pacific,2015-07-01,282372.45873491385,245.22,5.2
Pacific,2015-07-01,282372.45873491385,241.11,5.2
Pacific,2015-08-01,284113.0433698715,244.8,5.1
Pacific,2015-08-01,284113.0433698715,242.07,5.1
Pacific,2015-09-01,286195.761977854,244.77,5.0
Pacific,2015-09-01,286195.761977854,243.32,5.0
Pacific,2015-10-01,288682.7011922601,245.9,5.0
Pacific,2015-10-01,288682.7011922601,245.47,5.0
Pacific,2015-11-01,291061.1085465833,247.74,5.1
Pacific,2015-11-01,291061.1085465833,248.28,5.1
Pacific,2015-12-01,293336.7601142301,247.73,5.0
Pacific,2015-12-01,293336.7601142301,249.61,5.0
Pacific,2016-01-01,295740.16811840766,246.5,4.8
Pacific,2016-01-01,295740.16811840766,249.45,4.8
Pacific,2016-02-01,297991.30979435873,250.75,4.9
Pacific,2016-02-01,297991.30979435873,252.34,4.9
Pacific,2016-03-01,299940.98804790643,254.82,5.0
Pacific,2016-03-01,299940.98804790643,254.15,5.0
Pacific,2016-04-01,301485.3307587384,258.21,5.1
Pacific,2016-04-01,301485.3307587384,255.83,5.1
Pacific,2016-05-01,302805.453352225,260.17,4.8
Pacific,2016-05-01,302805.453352225,256.46,4.8
Pacific,2016-06-01,304270.9053744853,261.65,4.9
Pacific,2016-06-01,304270.9053744853,257.72,4.9
Pacific,2016-07-01,305407.4076358883,263.41,4.8
Pacific,2016-07-01,305407.4076358883,259.39,4.8
Pacific,2016-08-01,306478.74853649567,263.26,4.9
Pacific,2016-08-01,306478.74853649567,260.6,4.9
Pacific,2016-09-01,307508.9144112465,264.87,5.0
Pacific,2016-09-01,307508.9144112465,263.5,5.0
Pacific,2016-10-01,309029.5563658723,264.87,4.9
Pacific,2016-10-01,309029.5563658723,264.6,4.9
Pacific,2016-11-01,310898.4851576718,266.1,4.7
Pacific,2016-11-01,310898.4851576718,266.71,4.7
Pacific,2016-12-01,313164.0082265721,266.47,4.7
Pacific,2016-12-01,313164.0082265721,268.48,4.7
Pacific,2017-01-01,315559.89297116,266.87,4.7
Pacific,2017-01-01,315559.89297116,269.73,4.7
Pacific,2017-02-01,318041.5615064407,269.68,4.6
Pacific,2017-02-01,318041.5615064407,270.85,4.6
Pacific,2017-03-01,320492.9832331475,274.67,4.4
Pacific,2017-03-01,320492.9832331475,273.57,4.4
Pacific,2017-04-01,322938.413338427,278.3,4.4
Pacific,2017-04-01,322938.413338427,275.47,4.4
Pacific,2017-05-01,325050.65716664155,282.01,4.4
Pacific,2017-05-01,325050.65716664155,277.98,4.4
Pacific,2017-06-01,327159.577313883,283.52,4.3
Pacific,2017-06-01,327159.577313883,279.57,4.3
Pacific,2017-07-01,328930.90770324226,284.54,4.3
Pacific,2017-07-01,328930.90770324226,280.71,4.3
Pacific,2017-08-01,330773.67207080446,286.31,4.4
Pacific,2017-08-01,330773.67207080446,283.69,4.4
Pacific,2017-09-01,332684.2653464531,288.01,4.3
Pacific,2017-09-01,332684.2653464531,286.62,4.3
Pacific,2017-10-01,335016.75161252747,286.21,4.2
Pacific,2017-10-01,335016.75161252747,285.96,4.2
Pacific,2017-11-01,337417.36461175897,288.7,4.2
Pacific,2017-11-01,337417.36461175897,289.39,4.2
Pacific,2017-12-01,339975.9966122848,288.34,4.1
Pacific,2017-12-01,339975.9966122848,290.59,4.1
Pacific,2018-01-01,342632.85078192776,290.08,4.0
Pacific,2018-01-01,342632.85078192776,292.95,4.0
Pacific,2018-02-01,345484.75790074334,295.3,4.1
Pacific,2018-02-01,345484.75790074334,296.13,4.1
Pacific,2018-03-01,348448.18980249634,297.57,4.0
Pacific,2018-03-01,348448.18980249634,296.08,4.0
Pacific,2018-04-01,351243.6827817172,300.12,4.0
Pacific,2018-04-01,351243.6827817172,296.8,4.0
Pacific,2018-05-01,354011.9452217973,301.93,3.8
Pacific,2018-05-01,354011.9452217973,297.46,3.8
Pacific,2018-06-01,356192.22513890505,303.58,4.0
Pacific,2018-06-01,356192.22513890505,299.54,4.0
Pacific,2018-07-01,358217.5051854441,304.06,3.8
Pacific,2018-07-01,358217.5051854441,300.41,3.8
Pacific,2018-08-01,359942.80582779215,305.48,3.8
Pacific,2018-08-01,359942.80582779215,302.84,3.8
Pacific,2018-09-01,361519.80642359384,304.23,3.7
Pacific,2018-09-01,361519.80642359384,302.83,3.7
Pacific,2018-10-01,362797.7173788091,303.32,3.8
Pacific,2018-10-01,362797.7173788091,303.08,3.8
Pacific,2018-11-01,363739.69221103407,303.47,3.8
Pacific,2018-11-01,363739.69221103407,304.36,3.8
Pacific,2018-12-01,364587.90843604016,302.51,3.9
Pacific,2018-12-01,364587.90843604016,305.14,3.9
Pacific,2019-01-01,365384.9056954988,303.23,4.0
Pacific,2019-01-01,365384.9056954988,306.11,4.0
Pacific,2019-02-01,367069.9284988216,305.65,3.8
Pacific,2019-02-01,367069.9284988216,306.17,3.8
Pacific,2019-03-01,368270.8585411179,309.99,3.8
Pacific,2019-03-01,368270.8585411179,308.19,3.8
Pacific,2019-04-01,368879.1061551297,313.28,3.7
Pacific,2019-04-01,368879.1061551297,309.49,3.7
Pacific,2019-05-01,370086.3404870681,315.66,3.6
Pacific,2019-05-01,370086.3404870681,310.78,3.6
Pacific,2019-06-01,371135.3211261952,316.16,3.6
Pacific,2019-06-01,371135.3211261952,311.96,3.6
Pacific,2019-07-01,372152.47281252814,317.6,3.7
Pacific,2019-07-01,372152.47281252814,314.21,3.7
Pacific,2019-08-01,373350.16257924965,317.41,3.6
Pacific,2019-08-01,373350.16257924965,314.8,3.6
Pacific,2019-09-01,374521.5464053064,317.47,3.5
Pacific,2019-09-01,374521.5464053064,316.12,3.5
Pacific,2019-10-01,375987.30155062187,318.1,3.6
Pacific,2019-10-01,375987.30155062187,317.82,3.6
Pacific,2019-11-01,377806.824269698,319.29,3.6
Pacific,2019-11-01,377806.824269698,320.52,3.6
Pacific,2019-12-01,379814.9174648897,319.35,3.6
Pacific,2019-12-01,379814.9174648897,322.51,3.6
Pacific,2020-01-01,381917.071884698,321.45,3.6
Pacific,2020-01-01,381917.071884698,324.56,3.6
Pacific,2020-02-01,384018.9120907921,325.78,3.5
Pacific,2020-02-01,384018.9120907921,326.25,3.5
Pacific,2020-03-01,386387.43681871146,329.93,4.4
Pacific,2020-03-01,386387.43681871146,327.79,4.4
Pacific,2020-04-01,388547.0087434639,332.39,14.8
Pacific,2020-04-01,388547.0087434639,328.01,14.8
Pacific,2020-05-01,389523.7297550852,330.23,13.2
Pacific,2020-05-01,389523.7297550852,324.78,13.2
Pacific,2020-06-01,389692.4853148329,334.7,11.0
Pacific,2020-06-01,389692.4853148329,329.96,11.0
Pacific,2020-07-01,390305.9135406079,339.0,10.2
Pacific,2020-07-01,390305.9135406079,335.63,10.2
Pacific,2020-08-01,392963.6692930427,343.37,8.4
Pacific,2020-08-01,392963.6692930427,340.54,8.4
Pacific,2020-09-01,397935.95707856043,348.85,7.8
Pacific,2020-09-01,397935.95707856043,347.59,7.8
Pacific,2020-10-01,404097.88954659755,353.32,6.9
Pacific,2020-10-01,404097.88954659755,353.16,6.9
Pacific,2020-11-01,411025.87130806496,357.46,6.7
Pacific,2020-11-01,411025.87130806496,359.26,6.7
Pacific,2020-12-01,417765.91365896055,359.18,6.7
Pacific,2020-12-01,417765.91365896055,363.26,6.7
Pacific,2021-01-01,424084.90433610656,363.46,6.4
Pacific,2021-01-01,424084.90433610656,367.17,6.4
Pacific,2021-02-01,430452.3358617128,372.73,6.2
Pacific,2021-02-01,430452.3358617128,373.31,6.2
Pacific,2021-03-01,437120.52288980625,381.42,6.1
Pacific,2021-03-01,437120.52288980625,378.72,6.1
Pacific,2021-04-01,444713.6429101985,390.86,6.1
Pacific,2021-04-01,444713.6429101985,385.14,6.1
Pacific,2021-05-01,452974.61483644106,400.78,5.8
Pacific,2021-05-01,452974.61483644106,393.87,5.8
Pacific,2021-06-01,461299.79874083254,406.2,5.9
Pacific,2021-06-01,461299.79874083254,399.99,5.9
Pacific,2021-07-01,468669.5525422362,410.99,5.4
Pacific,2021-07-01,468669.5525422362,407.06,5.4
Pacific,2021-08-01,473646.7965785668,414.79,5.1
Pacific,2021-08-01,473646.7965785668,411.33,5.1
Pacific,2021-09-01,476947.74476517073,416.46,4.7
Pacific,2021-09-01,476947.74476517073,415.16,4.7
Pacific,2021-10-01,479858.9928416835,421.23,4.5
Pacific,2021-10-01,479858.9928416835,421.22,4.5
Pacific,2021-11-01,483650.73218998633,423.61,4.1
Pacific,2021-11-01,483650.73218998633,426.09,4.1
Pacific,2021-12-01,488078.5367770423,428.3,3.9
Pacific,2021-12-01,488078.5367770423,433.59,3.9
Pacific,2022-01-01,494668.55704664683,435.55,4.0
Pacific,2022-01-01,494668.55704664683,440.24,4.0
Pacific,2022-02-01,503227.2762196419,443.76,3.9
Pacific,2022-02-01,503227.2762196419,444.54,3.9
Pacific,2022-03-01,513846.42310627876,452.67,3.7
Pacific,2022-03-01,513846.42310627876,449.33,3.7
Pacific,2022-04-01,523606.4627319419,460.01,3.7
Pacific,2022-04-01,523606.4627319419,452.78,3.7
Pacific,2022-05-01,531319.0147471951,460.44,3.6
Pacific,2022-05-01,531319.0147471951,452.29,3.6
Pacific,2022-06-01,535781.5772562091,457.37,3.6
Pacific,2022-06-01,535781.5772562091,449.74,3.6
Pacific,2022-07-01,536006.1642236116,448.84,3.5
Pacific,2022-07-01,536006.1642236116,444.42,3.5
Pacific,2022-08-01,532458.1751297396,444.22,3.6
Pacific,2022-08-01,532458.1751297396,440.27,3.6
Pacific,2022-09-01,515024.7973617975,443.12,3.5
Pacific,2022-09-01,515024.7973617975,441.87,3.5
Pacific,2022-10-01,522117.2374058989,440.33,3.6
Pacific,2022-10-01,522117.2374058989,440.41,3.6
Pacific,2022-11-01,518521.41526959965,431.6,3.6
Pacific,2022-11-01,518521.41526959965,434.31,3.6
Pacific,2022-12-01,515446.9224494715,428.51,3.5
Pacific,2022-12-01,515446.9224494715,434.04,3.5
Pacific,2023-01-01,511767.2398750432,429.48,3.5
Pacific,2023-01-01,511767.2398750432,434.12,3.5
Pacific,2023-02-01,508732.4238181583,433.3,3.6
Pacific,2023-02-01,508732.4238181583,434.0,3.6
Pacific,2023-03-01,507193.23257686454,439.22,3.5
Pacific,2023-03-01,507193.23257686454,435.8,3.5
Pacific,2023-04-01,507817.58991873,444.24,3.4
Pacific,2023-04-01,507817.58991873,436.77,3.4
Pacific,2023-05-01,509798.7940501666,453.31,3.6
Pacific,2023-05-01,509798.7940501666,445.22,3.6
Pacific,2023-06-01,512547.9877708629,454.58,3.6
Pacific,2023-06-01,512547.9877708629,446.5,3.6
Pacific,2023-07-01,515386.764225359,451.91,3.5
Pacific,2023-07-01,515386.764225359,447.36,3.5
Pacific,2023-08-01,518195.66614556295,455.13,3.7
Pacific,2023-08-01,518195.66614556295,450.94,3.7
Pacific,2023-09-01,520314.7045028573,453.3,3.7
Pacific,2023-09-01,520314.7045028573,452.05,3.7
Pacific,2023-10-01,521507.81928574975,453.51,3.9
Pacific,2023-10-01,521507.81928574975,453.62,3.9
Pacific,2023-11-01,521924.7643489802,453.26,3.7
Pacific,2023-11-01,521924.7643489802,456.16,3.7
Pacific,2023-12-01,521869.385866458,450.9,3.8
Pacific,2023-12-01,521869.385866458,456.75,3.8
Pacific,2024-01-01,521641.3195725206,450.49,3.7
Pacific,2024-01-01,521641.3195725206,455.4,3.7
Pacific,2024-02-01,521924.80107810575,463.67,3.9
Pacific,2024-02-01,521924.80107810575,464.37,3.9
Pacific,2024-03-01,523709.0426566175,464.21,3.9
Pacific,2024-03-01,523709.0426566175,460.49,3.9
Pacific,2024-04-01,526626.031970452,471.23,3.9
Pacific,2024-04-01,526626.031970452,463.1,3.9
Pacific,2024-05-01,529472.570882343,469.65,3.9
Pacific,2024-05-01,529472.570882343,461.33,3.9
Pacific,2024-06-01,530914.995094264,470.73,4.1
Pacific,2024-06-01,530914.995094264,461.97,4.1
Pacific,2024-07-01,531599.4867456206,469.36,4.2
Pacific,2024-07-01,531599.4867456206,464.34,4.2
Pacific,2024-08-01,532053.7394380526,470.11,4.2
Pacific,2024-08-01,532053.7394380526,465.56,4.2
Pacific,2024-09-01,532848.4769692472,468.45,4.1
Pacific,2024-09-01,532848.4769692472,467.12,4.1
Pacific,2024-10-01,533571.5143793249,465.18,4.1
Pacific,2024-10-01,533571.5143793249,465.32,4.1
Pacific,2024-11-01,534230.4252139252,465.83,4.2
Pacific,2024-11-01,534230.4252139252,468.8,4.2
Pacific,2024-12-01,535078.9704759303,464.58,4.1
Pacific,2024-12-01,535078.9704759303,470.58,4.1
Pacific,2025-01-01,535538.5155893768,467.93,4.0
Pacific,2025-01-01,535538.5155893768,473.05,4.0
Pacific,2025-02-01,535534.8973368107,470.83,4.2
Pacific,2025-02-01,535534.8973368107,471.46,4.2
Pacific,2025-03-01,534296.9145195152,472.09,4.2
Pacific,2025-03-01,534296.9145195152,468.26,4.2
Pacific,2025-04-01,532895.2038625835,475.39,4.2
Pacific,2025-04-01,532895.2038625835,467.13,4.2
Pacific,2025-05-01,531209.0340241535,474.19,4.3
Pacific,2025-05-01,531209.0340241535,466.0,4.3
Pacific,2025-06-01,529543.6590058063,474.23,4.1
Pacific,2025-06-01,529543.6590058063,465.41,4.1
Pacific,2025-07-01,528204.2453683346,471.7,4.3
Pacific,2025-07-01,528204.2453683346,466.61,4.3
Pacific,2025-08-01,527298.4282681087,468.07,4.3
Pacific,2025-08-01,527298.4282681087,463.46,4.3
Pacific,2025-09-01,527349.3790340929,466.38,4.4
Pacific,2025-09-01,527349.3790340929,465.0,4.4
Pacific,2025-10-01,528123.3794247474,464.93,
Pacific,2025-10-01,528123.3794247474,465.11,
Pacific,2025-11-01,529404.1371516745,465.84,4.5
Pacific,2025-11-01,529404.1371516745,468.77,4.5
Pacific,2025-12-01,530882.664142454,462.66,4.4
Pacific,2025-12-01,530882.664142454,468.72,4.4
South Atlantic,2000-01-01,102643.31079845801,133.33,4.0
South Atlantic,2000-01-01,102643.31079845801,133.03,4.0
South Atlantic,2000-02-01,102870.58352319835,133.82,4.1
South Atlantic,2000-02-01,102870.58352319835,133.45,4.1
South Atlantic,2000-03-01,103070.14628266043,134.54,4.0
South Atlantic,2000-03-01,103070.14628266043,133.99,4.0
South Atlantic,2000-04-01,104494.05245322258,135.98,3.8
South Atlantic,2000-04-01,104494.05245322258,135.16,3.8
South Atlantic,2000-05-01,104976.46285174966,136.85,4.0
South Atlantic,2000-05-01,104976.46285174966,135.78,4.0
South Atlantic,2000-06-01,105485.05849821838,138.08,4.0
South Atlantic,2000-06-01,105485.05849821838,136.65,4.0
South Atlantic,2000-07-01,106004.75072638011,138.68,4.0
South Atlantic,2000-07-01,106004.75072638011,137.29,4.0
South Atlantic,2000-08-01,106561.2565032987,138.89,4.1
South Atlantic,2000-08-01,106561.2565032987,137.7,4.1
South Atlantic,2000-09-01,107120.20795516678,139.65,3.9
South Atlantic,2000-09-01,107120.20795516678,138.51,3.9
South Atlantic,2000-10-01,107652.1784339978,140.05,3.9
South Atlantic,2000-10-01,107652.1784339978,139.11,3.9
South Atlantic,2000-11-01,108224.3539777241,140.33,3.9
South Atlantic,2000-11-01,108224.3539777241,139.84,3.9
South Atlantic,2000-12-01,108856.20602967871,141.5,3.9
South Atlantic,2000-12-01,108856.20602967871,141.18,3.9
South Atlantic,2001-01-01,109588.9532069784,142.32,4.2
South Atlantic,2001-01-01,109588.9532069784,142.06,4.2
South Atlantic,2001-02-01,110209.59206393998,142.68,4.2
South Atlantic,2001-02-01,110209.59206393998,142.3,4.2
South Atlantic,2001-03-01,110770.94102061428,144.43,4.3
South Atlantic,2001-03-01,110770.94102061428,143.93,4.3
South Atlantic,2001-04-01,111264.30090874789,145.56,4.4
South Atlantic,2001-04-01,111264.30090874789,144.7,4.4
South Atlantic,2001-05-01,111812.8988725507,146.17,4.3
South Atlantic,2001-05-01,111812.8988725507,145.0,4.3
South Atlantic,2001-06-01,112345.82104795252,147.46,4.5
South Atlantic,2001-06-01,112345.82104795252,145.94,4.5
South Atlantic,2001-07-01,112889.73115670016,148.82,4.6
South Atlantic,2001-07-01,112889.73115670016,147.23,4.6
South Atlantic,2001-08-01,113437.02503626817,149.34,4.9
South Atlantic,2001-08-01,113437.02503626817,148.02,4.9
South Atlantic,2001-09-01,113990.15892078505,149.69,5.0
South Atlantic,2001-09-01,113990.15892078505,148.39,5.0
South Atlantic,2001-10-01,114519.13511336886,150.77,5.3
South Atlantic,2001-10-01,114519.13511336886,149.7,5.3
South Atlantic,2001-11-01,115257.91593343309,150.66,5.5
South Atlantic,2001-11-01,115257.91593343309,150.1,5.5
South Atlantic,2001-12-01,115726.5182650006,151.61,5.7
South Atlantic,2001-12-01,115726.5182650006,151.27,5.7
South Atlantic,2002-01-01,116151.22969874377,152.19,5.7
South Atlantic,2002-01-01,116151.22969874377,152.02,5.7
South Atlantic,2002-02-01,116587.06138093794,153.84,5.7
South Atlantic,2002-02-01,116587.06138093794,153.51,5.7
South Atlantic,2002-03-01,117027.40838738046,154.56,5.7
South Atlantic,2002-03-01,117027.40838738046,154.07,5.7
South Atlantic,2002-04-01,117513.1822781405,156.03,5.9
South Atlantic,2002-04-01,117513.1822781405,155.15,5.9
South Atlantic,2002-05-01,118056.97682453376,157.36,5.8
South Atlantic,2002-05-01,118056.97682453376,156.08,5.8
South Atlantic,2002-06-01,118640.84254094129,158.64,5.8
South Atlantic,2002-06-01,118640.84254094129,156.98,5.8
South Atlantic,2002-07-01,119279.75122012326,159.72,5.8
South Atlantic,2002-07-01,119279.75122012326,157.95,5.8
South Atlantic,2002-08-01,120045.13319828958,160.26,5.7
South Atlantic,2002-08-01,120045.13319828958,158.72,5.7
South Atlantic,2002-09-01,120547.19425088454,161.98,5.7
South Atlantic,2002-09-01,120547.19425088454,160.5,5.7
South Atlantic,2002-10-01,121149.85070293664,162.5,5.7
South Atlantic,2002-10-01,121149.85070293664,161.31,5.7
South Atlantic,2002-11-01,121720.84827959006,163.17,5.9
South Atlantic,2002-11-01,121720.84827959006,162.51,5.9
South Atlantic,2002-12-01,122267.92333032917,164.04,6.0
South Atlantic,2002-12-01,122267.92333032917,163.7,6.0
South Atlantic,2003-01-01,122776.76863589793,164.49,5.8
South Atlantic,2003-01-01,122776.76863589793,164.45,5.8
South Atlantic,2003-02-01,123310.68050756268,166.06,5.9
South Atlantic,2003-02-01,123310.68050756268,165.82,5.9
South Atlantic,2003-03-01,123757.45517539092,167.12,5.9
South Atlantic,2003-03-01,123757.45517539092,166.59,5.9
South Atlantic,2003-04-01,124381.55933072699,168.42,6.0
South Atlantic,2003-04-01,124381.55933072699,167.49,6.0
South Atlantic,2003-05-01,125475.45767854461,170.24,6.1
South Atlantic,2003-05-01,125475.45767854461,168.81,6.1
South Atlantic,2003-06-01,126406.86964159725,171.84,6.3
South Atlantic,2003-06-01,126406.86964159725,169.97,6.3
South Atlantic,2003-07-01,127215.47303412466,173.49,6.2
South Atlantic,2003-07-01,127215.47303412466,171.58,6.2
South Atlantic,2003-08-01,128232.37946285248,173.95,6.1
South Atlantic,2003-08-01,128232.37946285248,172.14,6.1
South Atlantic,2003-09-01,129103.2347259641,175.19,6.1
South Atlantic,2003-09-01,129103.2347259641,173.53,6.1
South Atlantic,2003-10-01,129717.59221248668,176.02,6.0
South Atlantic,2003-10-01,129717.59221248668,174.7,6.0
South Atlantic,2003-11-01,130334.75773351532,177.25,5.8
South Atlantic,2003-11-01,130334.75773351532,176.44,5.8
South Atlantic,2003-12-01,130901.78358125775,177.9,5.7
South Atlantic,2003-12-01,130901.78358125775,177.59,5.7
South Atlantic,2004-01-01,130634.73113799011,179.48,5.7
South Atlantic,2004-01-01,130634.73113799011,179.63,5.7
South Atlantic,2004-02-01,131824.74951178,180.67,5.6
South Atlantic,2004-02-01,131824.74951178,180.56,5.6
South Atlantic,2004-03-01,132661.3281200208,183.24,5.8
South Atlantic,2004-03-01,132661.3281200208,182.61,5.8
South Atlantic,2004-04-01,132585.59536502868,185.57,5.6
South Atlantic,2004-04-01,132585.59536502868,184.47,5.6
South Atlantic,2004-05-01,133624.6969877725,188.25,5.6
South Atlantic,2004-05-01,133624.6969877725,186.57,5.6
South Atlantic,2004-06-01,134366.80493547165,190.65,5.6
South Atlantic,2004-06-01,134366.80493547165,188.47,5.6
South Atlantic,2004-07-01,135451.22871425046,192.88,5.5
South Atlantic,2004-07-01,135451.22871425046,190.8,5.5
South Atlantic,2004-08-01,137151.26343624367,195.09,5.4
South Atlantic,2004-08-01,137151.26343624367,192.91,5.4
South Atlantic,2004-09-01,138982.73931723402,196.84,5.4
South Atlantic,2004-09-01,138982.73931723402,194.96,5.4
South Atlantic,2004-10-01,139888.6074828306,198.33,5.5
South Atlantic,2004-10-01,139888.6074828306,196.84,5.5
South Atlantic,2004-11-01,141489.17149508334,199.68,5.4
South Atlantic,2004-11-01,141489.17149508334,198.77,5.4
South Atlantic,2004-12-01,143278.64647630783,201.46,5.4
South Atlantic,2004-12-01,143278.64647630783,201.23,5.4
South Atlantic,2005-01-01,146612.81144349085,203.26,5.3
South Atlantic,2005-01-01,146612.81144349085,203.7,5.3
