division,date,zhvi,hpi,unemployment_rate
West North Central,2016-09-01,143363.236845249,232.29,5.0
West North Central,2016-10-01,143732.9274330106,234.28,4.9
West North Central,2016-10-01,143732.9274330106,232.5,4.9
West North Central,2016-11-01,144247.64012603834,235.13,4.7
West North Central,2016-11-01,144247.64012603834,234.44,4.7
West North Central,2016-12-01,144781.4481931634,233.44,4.7
West North Central,2016-12-01,144781.4481931634,234.69,4.7
West North Central,2017-01-01,145268.66836152118,232.47,4.7
West North Central,2017-01-01,145268.66836152118,234.96,4.7
West North Central,2017-02-01,145728.83015776853,233.76,4.6
West North Central,2017-02-01,145728.83015776853,235.83,4.6
West North Central,2017-03-01,146109.33597374524,238.29,4.4
West North Central,2017-03-01,146109.33597374524,237.3,4.4
West North Central,2017-04-01,146546.9495007883,241.12,4.4
West North Central,2017-04-01,146546.9495007883,238.49,4.4
West North Central,2017-05-01,146936.79656207043,245.58,4.4
West North Central,2017-05-01,146936.79656207043,240.91,4.4
West North Central,2017-06-01,147328.50584405,246.99,4.3
West North Central,2017-06-01,147328.50584405,241.16,4.3
West North Central,2017-07-01,147702.5238738471,247.84,4.3
West North Central,2017-07-01,147702.5238738471,241.6,4.3
West North Central,2017-08-01,147993.86894034277,247.66,4.4
West North Central,2017-08-01,147993.86894034277,243.11,4.4
West North Central,2017-09-01,148335.741391611,245.78,4.3
West North Central,2017-09-01,148335.741391611,243.06,4.3
West North Central,2017-10-01,148724.51273075564,246.26,4.2
West North Central,2017-10-01,148724.51273075564,244.33,4.2
West North Central,2017-11-01,149207.2590142128,247.37,4.2
West North Central,2017-11-01,149207.2590142128,246.76,4.2
West North Central,2017-12-01,149644.5785361987,244.87,4.1
West North Central,2017-12-01,149644.5785361987,246.28,4.1
West North Central,2018-01-01,150032.46554774017,247.22,4.0
West North Central,2018-01-01,150032.46554774017,249.85,4.0
West North Central,2018-02-01,150476.04806943875,248.09,4.1
West North Central,2018-02-01,150476.04806943875,249.96,4.1
West North Central,2018-03-01,151215.6714599234,253.13,4.0
West North Central,2018-03-01,151215.6714599234,251.74,4.0
West North Central,2018-04-01,151929.40628736067,254.49,4.0
West North Central,2018-04-01,151929.40628736067,251.6,4.0
West North Central,2018-05-01,152575.15679794646,258.1,3.8
West North Central,2018-05-01,152575.15679794646,253.03,3.8
West North Central,2018-06-01,152877.62583322596,260.34,4.0
West North Central,2018-06-01,152877.62583322596,254.28,4.0
West North Central,2018-07-01,153318.2576546847,262.41,3.8
West North Central,2018-07-01,153318.2576546847,256.05,3.8
West North Central,2018-08-01,153669.90795978913,260.26,3.8
West North Central,2018-08-01,153669.90795978913,255.6,3.8
West North Central,2018-09-01,154132.0730578972,259.01,3.7
West North Central,2018-09-01,154132.0730578972,256.03,3.7
West North Central,2018-10-01,154367.71435182478,259.9,3.8
West North Central,2018-10-01,154367.71435182478,257.79,3.8
West North Central,2018-11-01,154788.59030563294,259.41,3.8
West North Central,2018-11-01,154788.59030563294,259.02,3.8
West North Central,2018-12-01,155153.18812352527,258.3,3.9
West North Central,2018-12-01,155153.18812352527,259.93,3.9
West North Central,2019-01-01,155694.32584795085,259.06,4.0
West North Central,2019-01-01,155694.32584795085,261.85,4.0
West North Central,2019-02-01,156426.98766656095,260.94,3.8
West North Central,2019-02-01,156426.98766656095,262.58,3.8
West North Central,2019-03-01,157907.3608705404,265.78,3.8
West North Central,2019-03-01,157907.3608705404,264.07,3.8
West North Central,2019-04-01,158379.45001730637,267.2,3.7
West North Central,2019-04-01,158379.45001730637,263.92,3.7
West North Central,2019-05-01,159052.7030870787,269.87,3.6
West North Central,2019-05-01,159052.7030870787,264.31,3.6
West North Central,2019-06-01,159593.76516783814,272.27,3.6
West North Central,2019-06-01,159593.76516783814,265.89,3.6
West North Central,2019-07-01,160028.78505479058,272.85,3.7
West North Central,2019-07-01,160028.78505479058,266.39,3.7
West North Central,2019-08-01,160454.69321036423,272.78,3.6
West North Central,2019-08-01,160454.69321036423,268.01,3.6
West North Central,2019-09-01,160760.67870889927,273.1,3.5
West North Central,2019-09-01,160760.67870889927,269.83,3.5
West North Central,2019-10-01,161373.37782737325,272.59,3.6
West North Central,2019-10-01,161373.37782737325,270.34,3.6
West North Central,2019-11-01,162146.13694803588,272.14,3.6
West North Central,2019-11-01,162146.13694803588,272.04,3.6
West North Central,2019-12-01,163020.00546908745,273.36,3.6
West North Central,2019-12-01,163020.00546908745,275.25,3.6
West North Central,2020-01-01,163573.83740544296,271.76,3.6
West North Central,2020-01-01,163573.83740544296,274.82,3.6
West North Central,2020-02-01,164101.05023723494,276.19,3.5
West North Central,2020-02-01,164101.05023723494,277.73,3.5
West North Central,2020-03-01,164720.48757295514,279.11,4.4
West North Central,2020-03-01,164720.48757295514,277.25,4.4
West North Central,2020-04-01,165540.2047987832,282.46,14.8
West North Central,2020-04-01,165540.2047987832,278.63,14.8
West North Central,2020-05-01,166216.1596652594,283.6,13.2
West North Central,2020-05-01,166216.1596652594,277.37,13.2
West North Central,2020-06-01,166692.1744505166,287.5,11.0
West North Central,2020-06-01,166692.1744505166,280.57,11.0
West North Central,2020-07-01,167371.02332031183,291.0,10.2
West North Central,2020-07-01,167371.02332031183,284.14,10.2
West North Central,2020-08-01,168453.66477657753,294.32,8.4
West North Central,2020-08-01,168453.66477657753,289.29,8.4
West North Central,2020-09-01,170701.19768034358,297.5,7.8
West North Central,2020-09-01,170701.19768034358,293.83,7.8
West North Central,2020-10-01,172270.70116301847,299.52,6.9
West North Central,2020-10-01,172270.70116301847,297.15,6.9
West North Central,2020-11-01,174256.89647796252,299.16,6.7
West North Central,2020-11-01,174256.89647796252,299.47,6.7
West North Central,2020-12-01,175804.18106931256,300.49,6.7
West North Central,2020-12-01,175804.18106931256,302.79,6.7
West North Central,2021-01-01,177205.32000519367,303.04,6.4
West North Central,2021-01-01,177205.32000519367,306.56,6.4
West North Central,2021-02-01,178731.5164519861,307.0,6.2
West North Central,2021-02-01,178731.5164519861,308.54,6.2
West North Central,2021-03-01,180435.88677239616,313.47,6.1
West North Central,2021-03-01,180435.88677239616,311.44,6.1
West North Central,2021-04-01,182477.73883538923,319.57,6.1
West North Central,2021-04-01,182477.73883538923,314.77,6.1
West North Central,2021-05-01,184827.9701360272,327.85,5.8
West North Central,2021-05-01,184827.9701360272,320.2,5.8
West North Central,2021-06-01,187421.9898177222,332.61,5.9
West North Central,2021-06-01,187421.9898177222,324.44,5.9
West North Central,2021-07-01,189741.83733662867,335.18,5.4
West North Central,2021-07-01,189741.83733662867,327.3,5.4
West North Central,2021-08-01,191284.77392116803,336.04,5.1
West North Central,2021-08-01,191284.77392116803,330.47,5.1
West North Central,2021-09-01,192121.18340605905,337.74,4.7
West North Central,2021-09-01,192121.18340605905,333.51,4.7
West North Central,2021-10-01,192984.78731581842,339.03,4.5
West North Central,2021-10-01,192984.78731581842,336.56,4.5
West North Central,2021-11-01,194336.42206972846,338.57,4.1
West North Central,2021-11-01,194336.42206972846,339.2,4.1
West North Central,2021-12-01,195970.18341898045,341.52,3.9
West North Central,2021-12-01,195970.18341898045,344.46,3.9
West North Central,2022-01-01,198165.18696477468,343.45,4.0
West North Central,2022-01-01,198165.18696477468,347.48,4.0
West North Central,2022-02-01,200629.1754028846,351.5,3.9
West North Central,2022-02-01,200629.1754028846,353.17,3.9
West North Central,2022-03-01,203494.559543728,356.8,3.7
West North Central,2022-03-01,203494.559543728,354.61,3.7
West North Central,2022-04-01,206325.29594359265,366.58,3.7
West North Central,2022-04-01,206325.29594359265,360.67,3.7
West North Central,2022-05-01,208892.6262623454,372.33,3.6
West North Central,2022-05-01,208892.6262623454,363.19,3.6
West North Central,2022-06-01,211202.78205996915,372.29,3.6
West North Central,2022-06-01,211202.78205996915,362.91,3.6
West North Central,2022-07-01,212510.99407067502,371.6,3.5
West North Central,2022-07-01,212510.99407067502,362.87,3.5
West North Central,2022-08-01,212863.13326650675,368.56,3.6
West North Central,2022-08-01,212863.13326650675,362.64,3.6
West North Central,2022-09-01,212443.82166342807,367.3,3.5
West North Central,2022-09-01,212443.82166342807,362.76,3.5
West North Central,2022-10-01,212238.15108674136,366.81,3.6
West North Central,2022-10-01,212238.15108674136,364.52,3.6
West North Central,2022-11-01,212236.78271003172,365.13,3.6
West North Central,2022-11-01,212236.78271003172,365.92,3.6
West North Central,2022-12-01,212214.65754627556,362.38,3.5
West North Central,2022-12-01,212214.65754627556,365.88,3.5
West North Central,2023-01-01,211929.2292490673,362.78,3.5
West North Central,2023-01-01,211929.2292490673,366.9,3.5
West North Central,2023-02-01,211669.6016136455,368.91,3.6
West North Central,2023-02-01,211669.6016136455,370.47,3.6
West North Central,2023-03-01,212014.4539469339,374.49,3.5
West North Central,2023-03-01,212014.4539469339,372.22,3.5
West North Central,2023-04-01,213065.57483967702,381.58,3.4
West North Central,2023-04-01,213065.57483967702,375.05,3.4
West North Central,2023-05-01,214539.18692059573,387.03,3.6
West North Central,2023-05-01,214539.18692059573,377.17,3.6
West North Central,2023-06-01,215941.19031983797,389.9,3.6
West North Central,2023-06-01,215941.19031983797,379.92,3.6
West North Central,2023-07-01,216850.19669407816,391.84,3.5
West North Central,2023-07-01,216850.19669407816,382.59,3.5
West North Central,2023-08-01,217452.61678248105,391.74,3.7
West North Central,2023-08-01,217452.61678248105,385.64,3.7
West North Central,2023-09-01,217743.27278892652,389.29,3.7
West North Central,2023-09-01,217743.27278892652,384.55,3.7
West North Central,2023-10-01,217819.9682559609,389.35,3.9
West North Central,2023-10-01,217819.9682559609,387.18,3.9
West North Central,2023-11-01,217792.73083497267,387.81,3.7
West North Central,2023-11-01,217792.73083497267,388.44,3.7
West North Central,2023-12-01,217632.7432271383,386.11,3.8
West North Central,2023-12-01,217632.7432271383,390.09,3.8
West North Central,2024-01-01,217665.55117189712,388.8,3.7
West North Central,2024-01-01,217665.55117189712,393.0,3.7
West North Central,2024-02-01,218249.42583245414,394.14,3.9
West North Central,2024-02-01,218249.42583245414,395.58,3.9
West North Central,2024-03-01,219595.7077238251,398.99,3.9
West North Central,2024-03-01,219595.7077238251,396.54,3.9
West North Central,2024-04-01,221207.6050745532,407.05,3.9
West North Central,2024-04-01,221207.6050745532,399.84,3.9
West North Central,2024-05-01,222424.070715448,409.22,3.9
West North Central,2024-05-01,222424.070715448,398.68,3.9
West North Central,2024-06-01,223119.02586805157,408.61,4.1
West North Central,2024-06-01,223119.02586805157,398.1,4.1
West North Central,2024-07-01,223507.67233665544,408.96,4.2
West North Central,2024-07-01,223507.67233665544,399.29,4.2
West North Central,2024-08-01,223958.29489355604,409.74,4.2
West North Central,2024-08-01,223958.29489355604,403.49,4.2
West North Central,2024-09-01,224444.61379810792,411.08,4.1
West North Central,2024-09-01,224444.61379810792,406.09,4.1
West North Central,2024-10-01,225202.16729734335,408.97,4.1
West North Central,2024-10-01,225202.16729734335,406.86,4.1
West North Central,2024-11-01,226049.0860180127,409.27,4.2
West North Central,2024-11-01,226049.0860180127,409.61,4.2
West North Central,2024-12-01,227232.4753780881,405.59,4.1
West North Central,2024-12-01,227232.4753780881,409.82,4.1
West North Central,2025-01-01,228320.95449874157,408.53,4.0
West North Central,2025-01-01,228320.95449874157,412.74,4.0
West North Central,2025-02-01,229228.82027485207,411.76,4.2
West North Central,2025-02-01,229228.82027485207,413.06,4.2
West North Central,2025-03-01,229525.0333576754,415.25,4.2
West North Central,2025-03-01,229525.0333576754,412.65,4.2
West North Central,2025-04-01,229610.42293287464,421.24,4.2
West North Central,2025-04-01,229610.42293287464,413.51,4.2
West North Central,2025-05-01,229741.9935928593,424.95,4.3
West North Central,2025-05-01,229741.9935928593,413.98,4.3
West North Central,2025-06-01,230114.57195597133,427.16,4.1
West North Central,2025-06-01,230114.57195597133,416.21,4.1
West North Central,2025-07-01,230817.93328792806,426.47,4.3
West North Central,2025-07-01,230817.93328792806,416.42,4.3
West North Central,2025-08-01,231617.13426441894,424.1,4.3
West North Central,2025-08-01,231617.13426441894,417.6,4.3
West North Central,2025-09-01,232533.36374178273,425.46,4.4
West North Central,2025-09-01,232533.36374178273,420.13,4.4
West North Central,2025-10-01,233366.45677442334,424.21,
West North Central,2025-10-01,233366.45677442334,421.9,
West North Central,2025-11-01,234362.31286856055,424.41,4.5
West North Central,2025-11-01,234362.31286856055,424.38,4.5
West North Central,2025-12-01,235617.44800327122,421.45,4.4
West North Central,2025-12-01,235617.44800327122,425.82,4.4
West South Central,2000-01-01,83022.88713895128,138.6,4.0
West South Central,2000-01-01,83022.88713895128,138.95,4.0
West South Central,2000-02-01,83099.310614586,138.81,4.1
West South Central,2000-02-01,83099.310614586,138.91,4.1
West South Central,2000-03-01,83209.58489811175,140.24,4.0
West South Central,2000-03-01,83209.58489811175,139.96,4.0
West South Central,2000-04-01,83424.62008176706,141.7,3.8
West South Central,2000-04-01,83424.62008176706,140.78,3.8
West South Central,2000-05-01,83668.84683718346,142.3,4.0
West South Central,2000-05-01,83668.84683718346,141.17,4.0
West South Central,2000-06-01,83880.04217092005,143.06,4.0
West South Central,2000-06-01,83880.04217092005,141.75,4.0
West South Central,2000-07-01,84085.51923552626,143.95,4.0
West South Central,2000-07-01,84085.51923552626,142.41,4.0
West South Central,2000-08-01,84280.14209104485,144.38,4.1
West South Central,2000-08-01,84280.14209104485,142.92,4.1
West South Central,2000-09-01,84501.36792274135,144.46,3.9
West South Central,2000-09-01,84501.36792274135,143.61,3.9
West South Central,2000-10-01,84734.23332494718,144.8,3.9
West South Central,2000-10-01,84734.23332494718,144.06,3.9
West South Central,2000-11-01,85070.52857563975,145.57,3.9
West South Central,2000-11-01,85070.52857563975,145.09,3.9
West South Central,2000-12-01,85505.4324216698,145.04,3.9
West South Central,2000-12-01,85505.4324216698,144.92,3.9
West South Central,2001-01-01,86291.10699115676,145.22,4.2
West South Central,2001-01-01,86291.10699115676,145.71,4.2
West South Central,2001-02-01,86607.54327849034,146.72,4.2
West South Central,2001-02-01,86607.54327849034,146.93,4.2
West South Central,2001-03-01,86825.71404548477,147.19,4.3
West South Central,2001-03-01,86825.71404548477,146.83,4.3
West South Central,2001-04-01,87025.39130007653,148.91,4.4
West South Central,2001-04-01,87025.39130007653,147.86,4.4
West South Central,2001-05-01,87288.02328083038,148.9,4.3
West South Central,2001-05-01,87288.02328083038,147.69,4.3
West South Central,2001-06-01,87543.06552095897,149.87,4.5
West South Central,2001-06-01,87543.06552095897,148.44,4.5
West South Central,2001-07-01,87791.48075510586,150.56,4.6
West South Central,2001-07-01,87791.48075510586,149.02,4.6
West South Central,2001-08-01,88031.95898491293,150.26,4.9
West South Central,2001-08-01,88031.95898491293,148.73,4.9
West South Central,2001-09-01,88284.35726223399,150.99,5.0
West South Central,2001-09-01,88284.35726223399,150.04,5.0
West South Central,2001-10-01,88512.52736903372,151.06,5.3
West South Central,2001-10-01,88512.52736903372,150.25,5.3
West South Central,2001-11-01,88691.65839968613,150.63,5.5
West South Central,2001-11-01,88691.65839968613,150.2,5.5
West South Central,2001-12-01,88813.65374335028,151.06,5.7
West South Central,2001-12-01,88813.65374335028,150.89,5.7
West South Central,2002-01-01,88864.59548007505,150.18,5.7
West South Central,2002-01-01,88864.59548007505,150.76,5.7
West South Central,2002-02-01,88935.96689113154,151.56,5.7
West South Central,2002-02-01,88935.96689113154,151.85,5.7
West South Central,2002-03-01,89043.90801668113,152.94,5.7
West South Central,2002-03-01,89043.90801668113,152.51,5.7
West South Central,2002-04-01,90071.89804616488,153.75,5.9
West South Central,2002-04-01,90071.89804616488,152.66,5.9
West South Central,2002-05-01,90365.28681968634,154.55,5.8
West South Central,2002-05-01,90365.28681968634,153.25,5.8
West South Central,2002-06-01,90664.99545817543,155.09,5.8
West South Central,2002-06-01,90664.99545817543,153.55,5.8
West South Central,2002-07-01,91026.59317561681,155.39,5.8
West South Central,2002-07-01,91026.59317561681,153.88,5.8
West South Central,2002-08-01,91321.89044045281,155.72,5.7
West South Central,2002-08-01,91321.89044045281,154.16,5.7
West South Central,2002-09-01,91621.97043155822,155.96,5.7
West South Central,2002-09-01,91621.97043155822,154.92,5.7
West South Central,2002-10-01,91916.71455557109,156.38,5.7
West South Central,2002-10-01,91916.71455557109,155.49,5.7
West South Central,2002-11-01,92210.66321271333,156.2,5.9
West South Central,2002-11-01,92210.66321271333,155.83,5.9
West South Central,2002-12-01,92477.6848488605,156.92,6.0
West South Central,2002-12-01,92477.6848488605,156.7,6.0
West South Central,2003-01-01,91853.33882649885,156.45,5.8
West South Central,2003-01-01,91853.33882649885,157.11,5.8
West South Central,2003-02-01,91862.40548628254,157.01,5.9
West South Central,2003-02-01,91862.40548628254,157.39,5.9
West South Central,2003-03-01,92066.95726732019,157.8,5.9
West South Central,2003-03-01,92066.95726732019,157.28,5.9
West South Central,2003-04-01,92320.31214901908,158.69,6.0
West South Central,2003-04-01,92320.31214901908,157.62,6.0
West South Central,2003-05-01,93182.64926974078,159.53,6.1
West South Central,2003-05-01,93182.64926974078,158.11,6.1
West South Central,2003-06-01,93421.7973207733,159.94,6.3
West South Central,2003-06-01,93421.7973207733,158.25,6.3
West South Central,2003-07-01,93663.36344065888,160.4,6.2
West South Central,2003-07-01,93663.36344065888,158.91,6.2
West South Central,2003-08-01,93937.63825067467,161.2,6.1
West South Central,2003-08-01,93937.63825067467,159.61,6.1
West South Central,2003-09-01,94832.04673698988,161.52,6.1
West South Central,2003-09-01,94832.04673698988,160.38,6.1
West South Central,2003-10-01,95454.0420688038,161.02,6.0
West South Central,2003-10-01,95454.0420688038,160.05,6.0
West South Central,2003-11-01,95670.13671933564,161.1,5.8
West South Central,2003-11-01,95670.13671933564,160.74,5.8
West South Central,2003-12-01,95968.30485801958,161.69,5.7
West South Central,2003-12-01,95968.30485801958,161.47,5.7
West South Central,2004-01-01,96252.75806005325,160.9,5.7
West South Central,2004-01-01,96252.75806005325,161.55,5.7
West South Central,2004-02-01,96254.96250092356,162.01,5.6
West South Central,2004-02-01,96254.96250092356,162.46,5.6
West South Central,2004-03-01,95820.92349915887,164.0,5.8
West South Central,2004-03-01,95820.92349915887,163.46,5.8
West South Central,2004-04-01,97194.95262800716,164.97,5.6
West South Central,2004-04-01,97194.95262800716,163.95,5.6
West South Central,2004-05-01,97489.60034161014,165.9,5.6
West South Central,2004-05-01,97489.60034161014,164.34,5.6
West South Central,2004-06-01,97951.18045506514,167.03,5.6
West South Central,2004-06-01,97951.18045506514,165.21,5.6
West South Central,2004-07-01,98374.08665202682,166.72,5.5
West South Central,2004-07-01,98374.08665202682,165.15,5.5
West South Central,2004-08-01,98827.14528283874,167.69,5.4
West South Central,2004-08-01,98827.14528283874,165.95,5.4
West South Central,2004-09-01,99404.28077229693,167.96,5.4
West South Central,2004-09-01,99404.28077229693,166.72,5.4
West South Central,2004-10-01,99916.77354731786,167.86,5.5
West South Central,2004-10-01,99916.77354731786,166.8,5.5
West South Central,2004-11-01,100686.98278251242,168.58,5.4
West South Central,2004-11-01,100686.98278251242,168.22,5.4
West South Central,2004-12-01,101075.14619737891,168.58,5.4
West South Central,2004-12-01,101075.14619737891,168.41,5.4
West South Central,2005-01-01,102409.69631023209,168.69,5.3
West South Central,2005-01-01,102409.69631023209,169.37,5.3
West South Central,2005-02-01,102616.08028475851,169.68,5.4
West South Central,2005-02-01,102616.08028475851,170.23,5.4
West South Central,2005-03-01,102318.97578313682,171.34,5.2
West South Central,2005-03-01,102318.97578313682,170.84,5.2
West South Central,2005-04-01,103905.46598089188,172.63,5.2
West South Central,2005-04-01,103905.46598089188,171.65,5.2
West South Central,2005-05-01,103669.32831553664,174.42,5.1
West South Central,2005-05-01,103669.32831553664,172.73,5.1
West South Central,2005-06-01,104280.11276047645,175.85,5.0
West South Central,2005-06-01,104280.11276047645,173.8,5.0
West South Central,2005-07-01,104789.94308867442,176.72,5.0
West South Central,2005-07-01,104789.94308867442,174.96,5.0
West South Central,2005-08-01,105296.37805152794,177.09,4.9
West South Central,2005-08-01,105296.37805152794,175.12,4.9
West South Central,2005-09-01,105905.98249662275,177.89,5.0
West South Central,2005-09-01,105905.98249662275,176.58,5.0
West South Central,2005-10-01,106149.86796951451,179.43,5.0
West South Central,2005-10-01,106149.86796951451,178.27,5.0
West South Central,2005-11-01,106736.177954953,179.52,5.0
West South Central,2005-11-01,106736.177954953,179.15,5.0
West South Central,2005-12-01,108331.28162728947,180.53,4.9
West South Central,2005-12-01,108331.28162728947,180.51,4.9
West South Central,2006-01-01,108851.39828197454,180.9,4.7
West South Central,2006-01-01,108851.39828197454,181.66,4.7
West South Central,2006-02-01,109374.8866110325,182.01,4.8
West South Central,2006-02-01,109374.8866110325,182.66,4.8
West South Central,2006-03-01,109954.22170729542,183.8,4.7
West South Central,2006-03-01,109954.22170729542,183.36,4.7
West South Central,2006-04-01,110600.17352333249,184.29,4.7
West South Central,2006-04-01,110600.17352333249,183.29,4.7
West South Central,2006-05-01,111223.07096032791,187.16,4.6
West South Central,2006-05-01,111223.07096032791,185.31,4.6
West South Central,2006-06-01,111781.78209850877,188.04,4.6
West South Central,2006-06-01,111781.78209850877,185.66,4.6
West South Central,2006-07-01,112296.31848928783,188.37,4.7
West South Central,2006-07-01,112296.31848928783,186.26,4.7
West South Central,2006-08-01,112790.51234135791,189.71,4.7
West South Central,2006-08-01,112790.51234135791,187.43,4.7
West South Central,2006-09-01,113346.03790892968,189.67,4.5
West South Central,2006-09-01,113346.03790892968,188.28,4.5
West South Central,2006-10-01,113880.62044591585,190.27,4.4
West South Central,2006-10-01,113880.62044591585,188.93,4.4
West South Central,2006-11-01,114482.05681047049,191.0,4.5
West South Central,2006-11-01,114482.05681047049,190.6,4.5
West South Central,2006-12-01,114986.30804691317,190.68,4.4
West South Central,2006-12-01,114986.30804691317,190.9,4.4
West South Central,2007-01-01,114284.11231527527,191.62,4.6
West South Central,2007-01-01,114284.11231527527,192.52,4.6
West South Central,2007-02-01,115158.19397270243,192.43,4.5
West South Central,2007-02-01,115158.19397270243,193.23,4.5
West South Central,2007-03-01,115480.61068482525,194.06,4.4
West South Central,2007-03-01,115480.61068482525,193.76,4.4
West South Central,2007-04-01,115832.32446684387,195.25,4.5
West South Central,2007-04-01,115832.32446684387,194.17,4.5
West South Central,2007-05-01,115961.63543314603,196.66,4.4
West South Central,2007-05-01,115961.63543314603,194.68,4.4
West South Central,2007-06-01,116188.38524147215,197.24,4.6
West South Central,2007-06-01,116188.38524147215,194.51,4.6
West South Central,2007-07-01,116928.1554592443,197.93,4.7
West South Central,2007-07-01,116928.1554592443,195.43,4.7
West South Central,2007-08-01,118395.79987579903,198.58,4.6
West South Central,2007-08-01,118395.79987579903,196.06,4.6
West South Central,2007-09-01,118528.97623375915,197.43,4.7
West South Central,2007-09-01,118528.97623375915,196.03,4.7
West South Central,2007-10-01,118789.0919279129,197.51,4.7
West South Central,2007-10-01,118789.0919279129,196.12,4.7
West South Central,2007-11-01,118656.14681526757,196.16,4.7
West South Central,2007-11-01,118656.14681526757,195.73,4.7
West South Central,2007-12-01,118840.64057779025,196.05,5.0
West South Central,2007-12-01,118840.64057779025,196.6,5.0
West South Central,2008-01-01,118929.36011684632,194.72,5.0
West South Central,2008-01-01,118929.36011684632,195.77,5.0
West South Central,2008-02-01,119869.0853541691,195.06,4.9
West South Central,2008-02-01,119869.0853541691,196.03,4.9
West South Central,2008-03-01,121903.34911032076,195.2,5.1
West South Central,2008-03-01,121903.34911032076,195.04,5.1
West South Central,2008-04-01,121231.31294136451,196.17,5.0
West South Central,2008-04-01,121231.31294136451,194.93,5.0
West South Central,2008-05-01,120467.61264185797,196.78,5.4
West South Central,2008-05-01,120467.61264185797,194.72,5.4
West South Central,2008-06-01,119924.96261740639,198.32,5.6
West South Central,2008-06-01,119924.96261740639,195.31,5.6
West South Central,2008-07-01,118453.47847477613,197.98,5.8
West South Central,2008-07-01,118453.47847477613,195.16,5.8
West South Central,2008-08-01,118450.48357268302,196.22,6.1
West South Central,2008-08-01,118450.48357268302,193.66,6.1
West South Central,2008-09-01,118396.20665861171,196.9,6.1
West South Central,2008-09-01,118396.20665861171,195.52,6.1
West South Central,2008-10-01,118629.19197124816,194.77,6.5
West South Central,2008-10-01,118629.19197124816,193.46,6.5
West South Central,2008-11-01,118768.27739399968,191.41,6.8
West South Central,2008-11-01,118768.27739399968,190.91,6.8
West South Central,2008-12-01,118519.61429871882,191.41,7.3
West South Central,2008-12-01,118519.61429871882,192.16,7.3
West South Central,2009-01-01,120107.91508430826,191.09,7.8
West South Central,2009-01-01,120107.91508430826,192.33,7.8
West South Central,2009-02-01,121358.37356577367,192.91,8.3
West South Central,2009-02-01,121358.37356577367,194.04,8.3
West South Central,2009-03-01,120317.2627292488,193.55,8.7
West South Central,2009-03-01,120317.2627292488,193.48,8.7
West South Central,2009-04-01,122034.60985995895,193.76,9.0
West South Central,2009-04-01,122034.60985995895,192.32,9.0
West South Central,2009-05-01,121013.15465806682,195.22,9.4
West South Central,2009-05-01,121013.15465806682,193.11,9.4
West South Central,2009-06-01,120245.48120735935,198.13,9.5
West South Central,2009-06-01,120245.48120735935,194.84,9.5
West South Central,2009-07-01,119728.48900618471,195.93,9.5
West South Central,2009-07-01,119728.48900618471,192.85,9.5
West South Central,2009-08-01,119544.07437351375,195.58,9.6
West South Central,2009-08-01,119544.07437351375,193.08,9.6
West South Central,2009-09-01,119330.31974901799,194.17,9.8
West South Central,2009-09-01,119330.31974901799,192.78,9.8
West South Central,2009-10-01,118971.90839087158,196.31,10.0
West South Central,2009-10-01,118971.90839087158,195.16,10.0
West South Central,2009-11-01,118779.14274550443,193.91,9.9
West South Central,2009-11-01,118779.14274550443,193.33,9.9
West South Central,2009-12-01,118602.34046658811,193.2,9.9
West South Central,2009-12-01,118602.34046658811,194.22,9.9
West South Central,2010-01-01,118495.3703916291,192.93,9.8
West South Central,2010-01-01,118495.3703916291,194.46,9.8
West South Central,2010-02-01,118334.73769900209,192.3,9.8
West South Central,2010-02-01,118334.73769900209,193.58,9.8
West South Central,2010-03-01,118238.92627158244,192.81,9.9
West South Central,2010-03-01,118238.92627158244,192.71,9.9
West South Central,2010-04-01,118161.14376768455,195.47,9.9
West South Central,2010-04-01,118161.14376768455,193.85,9.9
West South Central,2010-05-01,118246.69425857297,198.0,9.6
West South Central,2010-05-01,118246.69425857297,195.83,9.6
West South Central,2010-06-01,118335.21755674027,196.42,9.4
West South Central,2010-06-01,118335.21755674027,192.95,9.4
West South Central,2010-07-01,118061.64841405649,195.88,9.4
West South Central,2010-07-01,118061.64841405649,192.64,9.4
West South Central,2010-08-01,118009.31657201913,196.11,9.5
West South Central,2010-08-01,118009.31657201913,193.85,9.5
West South Central,2010-09-01,117897.71053678732,192.15,9.5
West South Central,2010-09-01,117897.71053678732,190.82,9.5
West South Central,2010-10-01,117732.88223292583,190.86,9.4
West South Central,2010-10-01,117732.88223292583,189.99,9.4
West South Central,2010-11-01,117146.85457248443,190.77,9.8
West South Central,2010-11-01,117146.85457248443,190.26,9.8
West South Central,2010-12-01,116830.84873305296,188.52,9.3
West South Central,2010-12-01,116830.84873305296,189.6,9.3
West South Central,2011-01-01,116464.92191228428,187.81,9.1
West South Central,2011-01-01,116464.92191228428,189.41,9.1
West South Central,2011-02-01,116187.61967401294,187.61,9.0
West South Central,2011-02-01,116187.61967401294,188.92,9.0
West South Central,2011-03-01,116280.6837908342,188.0,9.0
West South Central,2011-03-01,116280.6837908342,187.73,9.0
West South Central,2011-04-01,115783.16586643689,191.43,9.1
West South Central,2011-04-01,115783.16586643689,189.71,9.1
West South Central,2011-05-01,115580.13396553246,191.4,9.0
West South Central,2011-05-01,115580.13396553246,189.17,9.0
West South Central,2011-06-01,115574.2525336711,194.56,9.1
West South Central,2011-06-01,115574.2525336711,190.93,9.1
